title,company,location,link
Data Scientist,BIZ-METRIC PARTNERS,India,https://in.indeed.com/rc/clk?jk=aa6171aedd8d53b7&bb=k5C0MGW7E2ofX_ABdA8wBlMThhXcpkVtOxu23B-6HjiNrpBLESjx6uCUg_QZWDyu82yyQJSqnOhfMxL-JJ3B0ZhDEAVhwwNDAkoJ2-wMDZ8exwgGx72wss3JnBwtJpBC-dt3Od-gQNw_KvY4yICvcw%3D%3D&xkcb=SoBT67M3jA7h1rz4kB0BbzkdCdPP&fccid=0ed67941959bd3c6&vjs=3
Data Scientist - 2,SatSure Analytics India,"Bengaluru, Karnataka",https://in.indeed.com/rc/clk?jk=ba6b1e4950442909&bb=k5C0MGW7E2ofX_ABdA8wBhS3_Uyv90Kl5zllLCfgB8V1sQWlvyDj34ztRG4sbOh1Q_29xz0VIoNCq4j7_w57txfnPQyN6KIjoDyNNR-UO-kiQ4Atmo1x87VqEbV75WqR9LGi24WCoGg2RH3UAUzCyA%3D%3D&xkcb=SoDn67M3jA7h1rz4kB0AbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
Data Scientist - 2,SatSure Analytics India,"Bengaluru, Karnataka",https://in.indeed.com/viewjob?jk=abcdef0123456789
Principal Data Scientist,Meesho,"Bengaluru, Karnataka",https://in.indeed.com/rc/clk?jk=2cf18e8f8e60e528&bb=k5C0MGW7E2ofX_ABdA8wBgZC20Lk0Gz0poBi0bTBIf-7V7dt9Br2kNDQvGuLNFRguuTOlMNgB54-farpneTiOOl_l3SNtbsZdc_DamRCci4bvk9MhTG-JjBsnIH1W8xtTiPOsDsOhFfzrZrLLve4aQ%3D%3D&xkcb=SoBp67M3jA7h1rz4kB0HbzkdCdPP&fccid=a07125726ff9e55d&vjs=3
Senior Data Scientist,Bidgely Inc.,"Bengaluru, Karnataka",https://in.indeed.com/rc/clk?jk=1411792207fff911&bb=k5C0MGW7E2ofX_ABdA8wBhS3_Uyv90KlfnisADmx_60r9ZTEYa_66J4QakYaRwDlg7qpZhb_eQQlIP8V61-UXqa-KbREYxPt2QwoBmdNBxT0nrWbsf8Huj_P7j9jlbIZygLiKSSgj3u103R2oWusaA%3D%3D&xkcb=SoDd67M3jA7h1rz4kB0GbzkdCdPP&fccid=658aca4dcaf7eee9&vjs=3
Sr Lead - Machine Learning / Generative AI,BirlaSoft,"Hinjawadi, Pune, Maharashtra",https://in.indeed.com/rc/clk?jk=dc93a29a3d3a7b04&bb=k5C0MGW7E2ofX_ABdA8wBsYMo4bAd1hubIdqnIj7oQTqOYyRrd17e_k88zCyFNaurV3gM6wdfyoImZj0hW_l6GkkgmA8CjULKibfqbqxrFh5OvmSN3pGyPPz6xehbwV1G-qNZ_nfGPbHRSuLcBfORg%3D%3D&xkcb=SoBA67M3jA7h1rz4kB0FbzkdCdPP&fccid=1c1ed42c0be8178f&vjs=3
Senior Data Scientist,AryaXAI,"Remote in Bengaluru, Karnataka",https://in.indeed.com/rc/clk?jk=1243d51fee141596&bb=M83dw3BgmJtHU7Dei3WurCRTJ7N9kKYpQDs_YZ8vh39o3nNHerfGz-ITf_lxgm9BSvXZWAsyceGomk7qa-a3rsYNcYDFsNJgaKZtdcfKHN7c2RR0Wd0_sl71udK9FuCeQWJFe_uPSFNIl_TyaY5o3Q%3D%3D&xkcb=SoAA67M3jA7_OkTCYp0LbzkdCdPP&fccid=14b7c7f9700383de&vjs=3
Sr. Data Scientist,DBiz AI Solutions,"Bengaluru, Karnataka",https://in.indeed.com/rc/clk?jk=b2a51b53e99af3fa&bb=M83dw3BgmJtHU7Dei3WurNGVk5dbOmbaXL_cRNjZ2sLjZuGDnUH8Hv5vGnV-8aVG59z-K_OHJRZl_QFDwIXiMrG4jPOnl_ngzG6tqq9wOdokCS0FE1rACH-DNlFErHp_hCfIbLk9tJbHvVWgEI5KPw%3D%3D&xkcb=SoC067M3jA7_OkTCYp0KbzkdCdPP&fccid=71db1a689a90c68e&vjs=3
Principal Data Scientist,Continues Intelligence Lab,"Bengaluru, Karnataka",https://in.indeed.com/rc/clk?jk=db261f9c5921f4ff&bb=M83dw3BgmJtHU7Dei3WurPO_jPNF4MiB1RJmK9sm9KWLl7w3jC6gNUwo9-TlsOFJQa_9gYXAYipucz3SNI-MV5S-AK-B0MPL3NFkbq89DvOq2w_EeSTTLIyZf-PjY9P1Q4X7LSCSXW7eK44neUIcvQ%3D%3D&xkcb=SoAp67M3jA7_OkTCYp0JbzkdCdPP&fccid=fb880c6ee0681323&vjs=3
Lead Machine Learning Engineer - Gurugram,ClanX,"Gurugram, Haryana",https://in.indeed.com/rc/clk?jk=59732afb227d9dd5&bb=M83dw3BgmJtHU7Dei3WurA2pPlvh70Hs79afY8E6Oue-af0XZvtE_M2MVWf0ATDAA8_i--6xxcBEu09WWLibTH0_4RKxg6oaH3XcrwzsUY-BWgqAWWr4-yYURlrP3R7P-vKat81DJv0W0uVbpzg_Rw%3D%3D&xkcb=SoCd67M3jA7_OkTCYp0IbzkdCdPP&fccid=f1020d68f89e2355&vjs=3
Lead Machine Learning Engineer - Gurugram,ClanX,"Gurugram, Haryana",https://in.indeed.com/viewjob?jk=f1e2d3c4b5a67890
Senior Data Scientist (Gen AI),Bluevine - India,"Hybrid work in Bengaluru, Karnataka",https://in.indeed.com/rc/clk?jk=22147f3ad780f029&bb=M83dw3BgmJtHU7Dei3WurCRTJ7N9kKYpMssxZTrkMVCsbfXJjkK4U__5u9COZ9zY_TVltnq6hI3oQ6D71F9Op1OUNmBXtOpmj_nmXhNdzWumNVybeyrXRlxRglSjwnzSe6CsdkP-ZfPsA_Vze0XODw%3D%3D&xkcb=SoAT67M3jA7_OkTCYp0PbzkdCdPP&fccid=3c2181d40a370308&vjs=3
Lead Data scientist,Weekday,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=8597cc7282e8f396&bb=M83dw3BgmJtHU7Dei3WurOK48zpkVQuRm1KsJfbkETXODxdek87M1U734ksfzrTIq-b2_mXdQVqW-MTz_EYWsanSiy2c52mDuw6chzDnYBFIjzZBh0t5Xk91VKCQ0TzaGVwr6-d--Ka-0STCchQqJQ%3D%3D&xkcb=SoCn67M3jA7_OkTCYp0ObzkdCdPP&fccid=bddd218f3c4f6f22&vjs=3
Data Scientist,Renovision Automation Services Pvt. Ltd,Delhi,https://in.indeed.com/rc/clk?jk=0aff5007e1211dac&bb=M83dw3BgmJtHU7Dei3WurJWj6u5UAx3EejsixEUJmSQ_3JQtPpQ0pKvKjCSSGgNsLFBNIGIRPf9JhLSwSvnGoQ-eidD_HPnm2BiMsJ3UpQZ9z5dMwU0z3FIIHOC6INcQwWB37OTXUY0cPR8ZXfIG_Q%3D%3D&xkcb=SoA667M3jA7_OkTCYp0NbzkdCdPP&fccid=4821a309869eefc5&cmp=Renovision-Automation-Services-Pvt.-Ltd&ti=Data+Scientist&vjs=3
"Data Scientist-Snowflake, Python - CHN",Photon,"Chennekothapalli, Andhra Pradesh",https://in.indeed.com/rc/clk?jk=cf9e8534e1845e4c&bb=M83dw3BgmJtHU7Dei3WurEPXZMDCVVd7a4x7oN7VF9plxXKG4IoY1n_Al0a5lswDAs1tYqCuVEqoaR9lYm2imOX52zzVcg1c6ZBmJi1i4v0d6__krnbTS4h9zuGM4Sa61yTxqNzklIS3I5FOyjHSpw%3D%3D&xkcb=SoCO67M3jA7_OkTCYp0MbzkdCdPP&fccid=2385f8ebf01f1b76&vjs=3
Data Scientist,Amgen,"Hyderabad, Telangana",https://in.indeed.com/rc/clk?jk=20f7673c05e8df30&bb=M83dw3BgmJtHU7Dei3WurMdhqZ-rEhyKcXvP9WHaGK4eEeuXQEFTsP7dbYcZYmqDQj83UYhUtGCcgICf0iOJAiq5sKHbflDQ18X_y10EKUC6av3J9D2mnAuqasq3f8b5hJnScxvneb40Qi5a1H1Yzg%3D%3D&xkcb=SoBn67M3jA7_OkTCYp0DbzkdCdPP&fccid=ec34037a9c92d805&vjs=3
"Data Scientist-Snowflake, Python - BLR",Photon,"Bengaluru, Karnataka",https://in.indeed.com/rc/clk?jk=aa73faaf67930cae&bb=M83dw3BgmJtHU7Dei3WurEPXZMDCVVd7cVSJtRE53eFkz4eI5QwxYkOjIWl9455gCYi6ljpDbVNX5S6rNdkd7GVJvdhHQ-LzcliHEyHg5snQHc7fqbSJXgXrSZ0XH5M_Iou0FXes8BBPJtptcl3Qfw%3D%3D&xkcb=SoDT67M3jA7_OkTCYp0CbzkdCdPP&fccid=2385f8ebf01f1b76&vjs=3
Senior Software Engineer (Machine Learning),Maropost,"Hybrid work in Mohali, Punjab",https://in.indeed.com/rc/clk?jk=366c83bdbb634c26&bb=M83dw3BgmJtHU7Dei3WurE_Bkkg93FhT7fOkc-Xf_zcdU30cEvvNvbURMnuROB1VZbUPjpSjliwGkew15JNCcVCCe0c1M56gxrQI2N8G7gvI-uo1x9hzeV1kAeTirTeJE6AZNA7d-bW7O5vcG8052Q%3D%3D&xkcb=SoBO67M3jA7_OkTCYp0BbzkdCdPP&fccid=8da401461eae8c93&vjs=3
Senior Machine Learning Engineer,Wabtec,"Bengaluru, Karnataka",https://in.indeed.com/rc/clk?jk=bcdbecf146696b03&bb=M83dw3BgmJtHU7Dei3WurKgapg51KNEeBmh2iesfnmGB70FDHDD5Eumhaw17QRoOq9ybNUE375lIRoXog8Fgh46rIXw5Sa9FlsrIoMoNNx5DraRGdAIf1h8UcYgvWrxhYJJEgG7jB4TX6Z-Sfl29rw%3D%3D&xkcb=SoD667M3jA7_OkTCYp0AbzkdCdPP&fccid=4f4e9de46f588f62&vjs=3
Lead Data Scientist,Chubb,"Hybrid work in Bengaluru, Karnataka",https://in.indeed.com/rc/clk?jk=50f6dd6f00965f7e&bb=M83dw3BgmJtHU7Dei3WurLiHZcxxH2YdSnAT_Z5TPVqnaSKObfLDX5reYShdBDQMZDOFTmKWLOowLWK3P3RQPeN_HNwQTRAHNyfqX_HmBCF2K6b1-d7I72hqBls7zVXygN11wFuI51j5D6DxR3WL8A%3D%3D&xkcb=SoB067M3jA7_OkTCYp0HbzkdCdPP&fccid=a4b25052cb0c9989&vjs=3
Senior Machine Learning Engineer - Remote,First Advantage,"Remote in Bengaluru, Karnataka",https://in.indeed.com/rc/clk?jk=bd428209d1e9db59&bb=M83dw3BgmJtHU7Dei3WurKmDcF6zHT_PC16BLfkBktML7cRcWU3hCs_0RbgAd7idnQAls5nhNIrvTWgccShS4tdH1uR8XjBucJflNqM5VQEfaD9p5N5eqinVzx4-oRdqI5Pb7AbmWTw-kQkqy3Lmgg%3D%3D&xkcb=SoDA67M3jA7_OkTCYp0GbzkdCdPP&fccid=3e29003285775ee0&vjs=3
Data Scientist - Visa Consulting & Analytics,Visa Consolidated Support Services (India) Private...,"Bengaluru, Karnataka",https://in.indeed.com/rc/clk?jk=3291e4b274977c2b&bb=M83dw3BgmJtHU7Dei3WurCBwDdN9WFzfPqwqYvL6LlFQbPN8qSDCB3a7s-Ci5e0xQGrwRH7j8_GP4mxvCmlrmQd8tEh97xbwZH1bIMh9Bn3xf1XC_6ZtIJDy1UySsjYPmdrKOai2xp4FDm3C6YLyvA%3D%3D&xkcb=SoBd67M3jA7_OkTCYp0FbzkdCdPP&fccid=a3f737e511d9fc8c&vjs=3
Data Scientist,Indium Software,"Bengaluru, Karnataka",https://in.indeed.com/rc/clk?jk=b193183a617b0e3e&bb=AFsGf_5JcnsmESCmWcgKhbFf0rOUr-pjj3zsMUNj5ednRDQh0Bq4Dvhu76Dx8tuLVYwh5h6nUxZBrtywWRMMyvMi-pSO96o8SzvRgp7CUJvhynNXtFmKbap6_negbBv9xbspnwz0rGwgJBusZh1j-g%3D%3D&xkcb=SoB567M3jA78Y5TCU50LbzkdCdPP&fccid=a0543e7c87369495&vjs=3
Data Scientist - Innovation,Comscore,India,https://in.indeed.com/rc/clk?jk=1fdd0850cc4e9fab&bb=AFsGf_5JcnsmESCmWcgKhfFh8gtd0v2ktKZB7_Lf27wEk7ZC-WZdEVVHhcCFXBONPAPElZ6KbVnp6VgkRWkSSyJrdd7N-5K2_HeTZl9AIbBHYo5agUser2slX9mhUqWS4U8OAaymOJMlW9QxeORl-w%3D%3D&xkcb=SoDN67M3jA78Y5TCU50KbzkdCdPP&fccid=b39fb6f124ce8586&vjs=3
Data Scientist,Greyamp Consulting,"Bengaluru, Karnataka",https://in.indeed.com/rc/clk?jk=d284106e0cc9df42&bb=AFsGf_5JcnsmESCmWcgKhUO35ZeHQOPuZjB03HGB3O0SYMvaXMCgzd49Vcy5te6poJOPD8QeCPmlG17_q5gGuxaWs1_b4hSrAjoWPGk61cFM9TEKtuu-HXkJR0IiIcBDdJhCYJ2bkMA1jgeGb6hoGQ%3D%3D&xkcb=SoBQ67M3jA78Y5TCU50JbzkdCdPP&fccid=516af145f4bf7825&vjs=3
Data Scientist,Thoucentric,"Bengaluru, Karnataka",https://in.indeed.com/rc/clk?jk=1e88886f2774dde1&bb=AFsGf_5JcnsmESCmWcgKhd2RzTdsaUwd4hCLlkjuSjpED8tc1waAkZk4JKLrbZ70QYnFxP8P2WA4klJj4H9fAw0kjluWE-NczMGmq6oFi-UHbeTj5C65KV0iRruiKtXT5Hx4CD915ovWy2lKNW6gng%3D%3D&xkcb=SoDk67M3jA78Y5TCU50IbzkdCdPP&fccid=deadcc7ca64ae08b&vjs=3
Data Scientist,MobileProgramming,"Bengaluru, Karnataka",https://in.indeed.com/rc/clk?jk=7929983d7edc990f&bb=AFsGf_5JcnsmESCmWcgKhaOt_EL__yGX-CWCSoKRB18MrGGrSRkUlRHmy19VkH_v7diJnTayUAwHUNbop-nYLtGEbsK4IVbOjy3uvO3cwXO3qOYa7Kae7nqovbUldY8FMTL3ZhxV5AEFECVr69WGDw%3D%3D&xkcb=SoBq67M3jA78Y5TCU50PbzkdCdPP&fccid=e70d0cb4e4e9ff3e&vjs=3
Lead Data Scientist,UPL ltd,"Bengaluru, Karnataka",https://in.indeed.com/rc/clk?jk=ab883c9d5686f225&bb=AFsGf_5JcnsmESCmWcgKhVeiHU24_e9QiizD1AD7y6K8kh3V-18vDlfhuqGRhhLC8UvuSaXHwDmOA8mWRnSzMg0f_MohRJmdeKG1jK4RBx-qAZxmXTcL3bPLIv8hiA607ry6Iq39wmfBSFdPg-NoEA%3D%3D&xkcb=SoDe67M3jA78Y5TCU50ObzkdCdPP&fccid=7f9e38c338b1c823&vjs=3
